42818523	00000000	00000000	00000000	00000000	00000000	00000000	00000000
42ecb42a	4159226d	4284ca9d	00000000	00000000	4258d3cb	00000000	3d4d6998
42761ab4	421d3a05	422a5557	00000000	00000000	429ba424	00000000	00000000
42a10e70	00000000	00000000	00000000	00000000	42b158b8	00000000	41ffdcbb
00000000	420ead6b	00000000	00000000	41adf7da	4414ebdf	00000000	40ba2adc
00000000	404d46d4	00000000	00000000	00000000	44920d70	00000000	00000000
00000000	00000000	00000000	00000000	00000000	4464d593	00000000	00000000
00000000	00000000	00000000	00000000	00000000	4327ec0c	00000000	00000000
00000000	00000000	00000000	00000000	00000000	42e39ddc	00000000	00000000
00000000	00000000	00000000	00000000	00000000	43814c79	00000000	00000000
00000000	00000000	00000000	00000000	00000000	43b8da53	00000000	00000000
00000000	00000000	00000000	00000000	00000000	43cf2dd7	00000000	00000000
00000000	00000000	00000000	00000000	00000000	4347d36a	00000000	00000000
00000000	00000000	00000000	00000000	00000000	42118d7d	00000000	00000000
00000000	00000000	00000000	00000000	00000000	42fbfd4b	00000000	00000000
00000000	00000000	00000000	00000000	00000000	432c2f98	00000000	00000000
00000000	00000000	00000000	00000000	00000000	42cb6953	00000000	00000000
00000000	00000000	00000000	00000000	00000000	429e2c59	00000000	3f17be46
00000000	00000000	00000000	00000000	00000000	42a6d494	00000000	420493c2
00000000	40804be7	00000000	00000000	00000000	420eab39	00000000	3fbdfee7
00000000	00000000	00000000	00000000	00000000	428c31f0	00000000	40edc74a
00000000	00000000	00000000	00000000	00000000	42777872	00000000	00000000
00000000	40f19441	00000000	00000000	00000000	42b968a5	00000000	00000000
00000000	00000000	00000000	00000000	00000000	4352b27f	00000000	00000000
00000000	00000000	00000000	00000000	00000000	4309accd	00000000	00000000
00000000	00000000	00000000	00000000	00000000	41fdd74d	00000000	00000000
00000000	40e38698	00000000	00000000	00000000	42260319	00000000	00000000
00000000	41b3fde8	00000000	00000000	00000000	42cbb99c	00000000	00000000
00000000	41ba40b9	00000000	00000000	00000000	431a9e27	00000000	40bd2402
00000000	418448d6	00000000	00000000	00000000	42feccd9	00000000	41908a4b
00000000	41ff2c20	00000000	00000000	00000000	42b24c98	00000000	4173a47c
00000000	4181b28a	00000000	00000000	00000000	42c74482	00000000	41491614
00000000	00000000	00000000	00000000	00000000	42ca7b0a	00000000	00000000
00000000	00000000	00000000	00000000	00000000	42f01db3	00000000	00000000
00000000	42277e7c	00000000	00000000	00000000	420616ab	00000000	00000000
00000000	422991e4	00000000	00000000	00000000	00000000	00000000	00000000
3f8f698d	00000000	00000000	00000000	00000000	43ab9d7c	00000000	00000000
00000000	42a82e08	00000000	00000000	00000000	431659a5	00000000	432c0366
42033c7c	42cbf306	4147d6be	00000000	00000000	00000000	00000000	428034bc
421e961e	418a3ec6	00000000	00000000	00000000	430f77b2	00000000	426f9204
00000000	423d90b9	00000000	00000000	00000000	4312dc4e	00000000	421cc281
4226e324	41a766d4	00000000	00000000	423b71e9	00000000	00000000	00000000
41fb1703	41dcd243	00000000	00000000	00000000	4331cfdd	00000000	00000000
00000000	4341f363	00000000	00000000	420ca5c8	44877c16	00000000	42d35131
42e205f9	40b30278	00000000	00000000	00000000	00000000	00000000	00000000
4214d520	4253c529	3feb560e	00000000	00000000	43c2b02a	00000000	427ad3ed
4152c8ed	00000000	00000000	00000000	00000000	437d47b8	00000000	00000000
40d09e7c	00000000	00000000	00000000	00000000	4388b7c7	00000000	00000000
00000000	42aabe33	00000000	00000000	00000000	4484c949	00000000	00000000
00000000	00000000	00000000	00000000	00000000	4486647c	00000000	00000000
00000000	00000000	00000000	00000000	00000000	43a45b74	00000000	00000000
3f15952d	00000000	00000000	00000000	00000000	00000000	00000000	00000000
414ba4b3	00000000	00000000	00000000	00000000	42dba52c	00000000	00000000
00000000	00000000	00000000	00000000	00000000	436841e6	00000000	00000000
00000000	00000000	00000000	00000000	00000000	43835c4d	00000000	00000000
00000000	00000000	00000000	00000000	00000000	4385eeea	00000000	00000000
00000000	00000000	00000000	00000000	00000000	42a70b6c	00000000	00000000
419ceabe	00000000	00000000	00000000	00000000	4222a3d9	00000000	00000000
00000000	00000000	00000000	00000000	00000000	42c8df10	00000000	41beb6ec
00000000	00000000	00000000	00000000	00000000	42e17bf4	00000000	4207b50f
